Company,Question ID,From Sentences,Unit,Value
Oversea-Chinese Banking Corporation Limited_report,B-GOV_CER_LRC,"awards and recognition esg indices aa rating for msci esg ratings assessment ftse4good constituent in the ftse4good developed index iedge singapore esg leaders index constituent by sgx build a low-carbon future steward leadership 25 sl25 list : awarded at the steward leadership summit in recognition of efforts to drive the green movement. outstanding award for green and sustainable loan structuring advisor real estate conglomerates : awarded at the hong kong green and sustainable finance awards 2022. outstanding award for green and sustainable loan facilitator greater china corporates – energy transition : awarded at the hong kong green and sustainable finance awards 2022. pioneering organisation in climate disclosure planning : awarded at the hong kong green and sustainable finance awards 2022. best home loan/mortgage product 2022 : awarded by the asian banker for eco-care home loans. best digital robo-advisory service 2022 : awarded by the asian banker for ocbc robolnvest service. bank of singapore: best corporate esg strategy singapore 2022 : awarded at the global banking & finance awards 2022. bank of singapore: best corporate sustainability strategy singapore 2022 : awarded at the global banking & finance awards 2022. bank of singapore: best bank for sustainable development singapore 2022 : awarded at the global banking & finance awards 2022. create positive impact for society best sme bank in asia-pacific 2023 : awarded at the global finance's sme bank awards. asean sme bank of the year : awarded at the asian banking and financing retail banking awards. best bank for employee experience : awarded by the digital banker at the global retail banking innovation awards 2022. ocbc wing hang china: best hr team, best hr expert centre, best hr business partner team : awarded at the 2022 flag awards. gold for employer awards 2022 : awarded at the skillsfuture employer awards 2022. singapore employee experience of the year – banking : awarded at the asian experience awards 2022. top 3 within the banking and financial services sector and overall 15th among singapore's 100 leading graduate employers 2022 : awarded at the asian experience awards 2022. gold for best leadership development : awarded at the engagerocket workplace of the year 2022 awards. gold for programme excellence in blended learning category : awarded by chief learning officer 2022 for the dare programme. bronze for best unique or innovative leadership programme : awarded by brandon hall 2022 for the dare programme. 4 linkedin top company for career growth singapore : awarded by linkedin 2022. 15 linkedin top company for career growth malaysia : awarded by linkedin 2022. champion of good award 2022 : awarded by the national volunteering and philanthropy centre, for exemplary action in doing good, and being a multiplier in engaging partners and stakeholders to do good. outstanding corporate award : awarded by thye hua kwan moral charities, for contributions made during the covid pandemic. act with integrity runner up of the most transparent company award financials category : awarded by sias at the sias investors’ choice awards 2022. bronze for the best managed board award large-cap category : awarded at the singapore corporate awards 2022 38 awards received in 2022 from the singapore police force : in recognition of the bank's efforts in helping customers who were victims of various scams such as business email compromise, impersonation scams, investment scams and love scams. the alliance of public private cybercrime stakeholders appact appreciation awards : in recognition of the strong partnership and support given to the singapore police force.",N/A,"MSCI ESG Ratings assessment AA rating; FTSE4Good Index constituent; iEdge SG ESG Leaders Index constituent; Steward Leadership 25 (SL25) list;  BCA Green Mark certifications (Platinum, Gold, GoldPlus); awards from Hong Kong Green and Sustainable Finance Awards 2022 (Outstanding Award for Green and Sustainable Loan Structuring Advisor, Outstanding Award for Green and Sustainable Loan Facilitator, Pioneering Organisation in Climate Disclosure Planning); Asian Banker awards (Best Home Loan/Mortgage Product, Best Digital Robo-Advisory Service); Global Banking & Finance Awards 2022 (Best Corporate ESG Strategy, Best Corporate Sustainability Strategy, Best Bank for Sustainable Development); Global Finance's SME Bank Awards (Best SME Bank in Asia-Pacific); Asian Banking and Finance Retail Banking Awards (ASEAN SME Bank of the Year); Digital Banker (Best Bank for Employee Experience); 2022 Flag Awards (Best HR Team, Best HR Expert Centre, Best HR Business Partner Team); SkillsFuture Employer Awards 2022 (Gold for Employer Awards); Asian Experience Awards 2022 (Singapore Employee Experience of the Year – Banking, Top 3 within the banking and financial services sector and overall 15th among Singapore’s 100 leading graduate employers); Engagerocket Workplace of the Year 2022 Awards (Gold for Best Leadership Development); Chief Learning Officer 2022 (Gold for Programme Excellence in Blended Learning); Brandon Hall 2022 (Bronze for Best Unique or Innovative Leadership Programme); LinkedIn Top Companies (4th for Career Growth in Singapore, 15th for Career Growth in Malaysia); National Volunteering & Philanthropy Centre (Champion of Good Award); Thye Hua Kwan Moral Charities (Outstanding Corporate Award); SIAS Investors’ Choice Awards 2022 (Runner Up of the Most Transparent Company Award); Singapore Corporate Awards 2022 (Bronze for the Best Managed Board Award)."
Oversea-Chinese Banking Corporation Limited_report,B-GOV_ALF_AFD,"reporting framework this sustainability report is prepared in accordance with the following standards, guidelines and regulations: singapore exchange sgx securities trading limited mainboard listing rules 711a and 711b on sustainability reporting; sgx practice note 7.6 sustainability reporting guide updated january 2022 ; sustainability accounting standards board sasb standards for commercial banks; and recommendations of the task force on climate-related financial disclosures tcfd . additionally, this sustainability report is prepared with reference to the global reporting initiative gri standards: topic and universal standards updated 2021 , as well as the gri g4 financial services sector disclosures, following the gri standards reporting principles of accuracy, balance, clarity, comparability, completeness, sustainability context, timeliness and verifiability.",N/A,SGX Securities Trading Limited Mainboard Listing Rules 711A and 711B on Sustainability Reporting; SGX Practice Note 7.6 Sustainability Reporting Guide (updated January 2022); Sustainability Accounting Standards Board (SASB) Standards for Commercial Banks; Task Force on Climate-related Financial Disclosures (TCFD) recommendations; Global Reporting Initiative (GRI) Standards: Topic and Universal Standards (updated 2021); GRI G4 Financial Services Sector Disclosures; United Nations Sustainable Development Goals (SDGs)
Oversea-Chinese Banking Corporation Limited_report,B-GOV_ASS_ASR,"data and external assurance to ensure the robustness and credibility of our esg data, an internal review by group audit was performed and ocbc also sought external assurance on selected indicators that are material to our operations this year. our external assurance report is on page 60-61. we will continue to improve on our esg disclosures and may expand the scope of the assurance.",assurance_type,Both internal and external assurance has been provided for selected indicators.
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_AET,There is no information on greenhouse gas emissions provided in the document.,tCO2e,null
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_AE1,There is no information on direct greenhouse gas emissions (Scope 1) from sources owned or controlled by the organization during the reporting period provided in the document.,tCO2e,null
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_AE2,There is no information on indirect greenhouse gas emissions (Scope 2) from purchased energy during the reporting period provided in the document.,tCO2e,null
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_AE3,There is no information on other indirect greenhouse gas emissions (Scope 3) throughout the organization's value chain during the reporting period provided in the document.,tCO2e,null
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_EIT,There is no information on total emission intensity for the reporting period provided in the document.,tCO2e/[Organisation-Specific Metric],null
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_EI1,There is no information on Scope 1 emission intensity for the reporting period provided in the document.,tCO2e/[Organisation-Specific Metric],null
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_EI2,There is no information on Scope 2 emission intensity for the reporting period provided in the document.,tCO2e/[Organisation-Specific Metric],null
UOB-Kay Hian Holdings Limited_report,B-ENV_GHG_EI3,There is no information on Scope 3 emission intensity for the reporting period provided in the document.,tCO2e/[Organisation-Specific Metric],null
UOB-Kay Hian Holdings Limited_report,B-ENV_ENC_TEC,The total energy consumption for 2022 was 3.343 million kilowatt-hours (MWh) of electricity and 10.8 cubic meters of water; for 2021 it was 3.591 million kilowatt-hours (MWh) of electricity and 8.0 cubic meters of water; and for 2020 it was 3.615 million kilowatt-hours (MWh) of electricity and 9.2 cubic meters of water.,MWh,3343000
UOB-Kay Hian Holdings Limited_report,B-ENV_ENC_ECI,There is no information on energy consumption intensity for the reporting period provided in the document.,MWh/[Organisation-Specific Metric],null
UOB-Kay Hian Holdings Limited_report,B-ENV_WAC_TWC,The total water consumption for 2022 was 10.8 cubic meters; for 2021 it was 8.0 cubic meters; and for 2020 it was 9.2 cubic meters.,m³,10.8
UOB-Kay Hian Holdings Limited_report,B-ENV_WAC_WCI,There is no information on water consumption intensity for the reporting period provided in the document.,m³/[Organisation-Specific Metric],null
UOB-Kay Hian Holdings Limited_report,B-ENV_WAG_TWG,There is no information on the total weight of waste generated during the reporting period provided in the document.,tons,null
UOB-Kay Hian Holdings Limited_report,B-SOC_GED_CEG_M,"In 2022, 48% of employees were male, 52% were female.",percentage,48%
UOB-Kay Hian Holdings Limited_report,B-SOC_GED_CEG_F,"In 2022, 48% of employees were male, 52% were female.",percentage,52%
UOB-Kay Hian Holdings Limited_report,B-SOC_GED_NHG_M,There is no data on the gender breakdown of new hires during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_GED_NHG_F,There is no data on the gender breakdown of new hires during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_GED_ETG_M,There is no data on the gender breakdown of employee turnover during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_GED_ETG_F,There is no data on the gender breakdown of employee turnover during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_CEA_U30,"In 2022, 48% of employees were 35 years old and below.",percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_CEA_B35,"In 2022, 24% of employees were between 36 and 50 years old.",percentage,24%
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_CEA_A50,"In 2022, 28% of employees were 50 years old and above.",percentage,28%
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_NHI_U30,There is no data on the age breakdown of new hires during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_NHI_B35,There is no data on the age breakdown of new hires during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_NHI_A50,There is no data on the age breakdown of new hires during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_TOR_U30,There is no data on the age breakdown of employee turnover during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_TOR_B35,There is no data on the age breakdown of employee turnover during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_AGD_TOR_A50,There is no data on the age breakdown of employee turnover during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-SOC_DEV_ATH_M,There is no information on training hours per male employee in the provided text.,hours,null
UOB-Kay Hian Holdings Limited_report,B-SOC_DEV_ATH_F,There is no information on training hours per female employee in the provided text.,hours,null
UOB-Kay Hian Holdings Limited_report,B-SOC_OHS_FAT,There is no information on work-related fatalities during the reporting period.,number,null
UOB-Kay Hian Holdings Limited_report,B-SOC_OHS_HCI,There is no information on high-consequence work-related injuries during the reporting period.,number,null
UOB-Kay Hian Holdings Limited_report,B-SOC_OHS_REC,There is no information on recordable work-related injuries during the reporting period.,number,null
UOB-Kay Hian Holdings Limited_report,B-SOC_OHS_RWI,There is no information on recordable work-related illnesses or health conditions during the reporting period.,number,null
UOB-Kay Hian Holdings Limited_report,B-GOV_BOC_BIN,"The board comprises 6 directors: 1 executive director, 1 non-executive non-independent director, and 4 independent directors.",percentage,67%
UOB-Kay Hian Holdings Limited_report,B-GOV_BOC_WOB,"The board comprises 6 directors: 1 executive director, 1 non-executive non-independent director, and 4 independent directors.  The current board's age ranges from 46 to 68 years old.",percentage,33%
UOB-Kay Hian Holdings Limited_report,B-GOV_MAD_WMT,There is no data on the gender composition of the senior management team in the provided text.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-GOV_ETB_ACD,There is no information on anti-corruption disclosures in the provided text.,number,null
UOB-Kay Hian Holdings Limited_report,B-GOV_ETB_ACT_N,There is no information on the number of employees who received anti-corruption training during the reporting period.,number,null
UOB-Kay Hian Holdings Limited_report,B-GOV_ETB_ACT_P,There is no information on the percentage of employees who received anti-corruption training during the reporting period.,percentage,null
UOB-Kay Hian Holdings Limited_report,B-GOV_CER_LRC,There is no information on sustainability or ESG-related certifications held by the organization in the provided text.,list,null
UOB-Kay Hian Holdings Limited_report,B-GOV_ALF_AFD,This report focuses on the sustainability practices and strategy of the uob kay hian group of companies. It seeks to meet the interest of our stakeholders in the non-financial information of the group and demonstrates our effort to report to our shareholders and other stakeholders the steps we are taking to achieve a more sustainable business model and contribute to a more sustainable environment. uob-kay hian holdings limited has reported with reference to the global reporting initiative gri standards for the period from 1 january 2022 to 31 december 2022. This is also in alignment with sgx sustainability guidelines.,list,"GRI Standards, SGX Sustainability Guidelines"
UOB-Kay Hian Holdings Limited_report,B-GOV_ASS_ASR,"2-5, disclosure title: external assurance, reference:: no external assurance",assurance type,none
ValueMax Group Limited_report,B-ENV_GHG_AET,"based on singapore's grid emission factor of 0.4057 kilograms of co2 per kilowatt-hour that was last revised in 2021, valuemax generated approximately 573.8 tonnes of co2 equivalent of greenhouse gas emissions across scope 1, scope 2 and scope 3 emissions in fy2022.",tonnes of CO2 equivalent,573.8
ValueMax Group Limited_report,B-ENV_GHG_AE1,the scope 1 direct emissions declined 17.2% from fy2018 baseline despite the growth in the revenue. the substantial decline is due to a better planned transport and distribution routing.,tonnes of CO2e,not specified
ValueMax Group Limited_report,B-ENV_GHG_AE2,"based on singapore's grid emission factor of 0.4057 kilograms of co2 per kilowatt-hour that was last revised in 2021, valuemax generated approximately 573.8 tonnes of co2 equivalent of greenhouse gas emissions across scope 1, scope 2 and scope 3 emissions in fy2022.",tonnes of CO2e,not specified
ValueMax Group Limited_report,B-ENV_GHG_AE3,"based on singapore's grid emission factor of 0.4057 kilograms of co2 per kilowatt-hour that was last revised in 2021, valuemax generated approximately 573.8 tonnes of co2 equivalent of greenhouse gas emissions across scope 1, scope 2 and scope 3 emissions in fy2022.",tonnes of CO2e,not specified
ValueMax Group Limited_report,B-ENV_GHG_EIT,"valuemax generated approximately 573.8 tonnes of co2 equivalent of greenhouse gas emissions across scope 1, scope 2 and scope 3 emissions in fy2022.valuemax posted singapore dollar287.1 million revenue for fy 2022",tCO2e/million Singapore dollar,2.0
ValueMax Group Limited_report,B-ENV_GHG_EI1,the scope 1 direct emissions declined 17.2% from fy2018 baseline despite the growth in the revenue. the substantial decline is due to a better planned transport and distribution routing.valuemax posted singapore dollar287.1 million revenue for fy 2022,tCO2e/million singapore dollar,not specified
